subscription,name,start_read_date,end_read_date,estimated_volume,volume,grass_area
1446959,GÜLTEN ÇAPAR PARKI,2017-03-28,2017-04-26,17,196.0,267
1445621,GÜL DÜNYA PARKI,2015-06-29,2015-08-01,220,598.0,1372
556459,İLHAN ERDOST PARKI,2015-03-30,2015-04-30,181,412.0,2676
1445850,TEOMAN ÖZTÜRK PARKI,2020-07-06,2020-08-06,1623,760.0,8000
2246325,SÜLEYMAN TÜRKOĞLU PARKI,2016-11-02,2017-05-26,350,431.0,1919
2246419,ŞÜKRAN GÜNGÖR,2018-07-24,2018-08-31,272,275.0,1058
671617,ATA PARK,2022-05-05,2022-06-06,851,450.0,6052
1446966,SEMA YAZAR PARKI,2021-06-28,2021-08-04,641,353.0,2850
1446837,KAĞAN GÜRŞEN PARKI,2022-06-28,2022-07-30,176,23.0,1125
1070089,ATAPARK,2022-07-01,2022-09-02,2867,1066.0,8271
1447100,SEHERGÜL ATEŞ,2016-05-31,2016-06-28,52,415.0,400
1073156,İSMET İNÖNÜ PARKI,2021-08-05,2021-09-06,1634,406.0,9088
1446436,RAUF DENKTAŞ PARKI,2019-11-02,2020-08-04,3099,2779.0,5562
670666,TEOMAN EREL PARKI,2020-07-04,2020-08-07,630,396.0,2765
1447067,NEŞET ERTAŞ PARKI,2016-05-30,2016-06-29,440,301.0,3160
1445850,TEOMAN ÖZTÜRK PARKI,2017-05-27,2017-06-30,990,613.0,8000
1446436,RAUF DENKTAŞ PARKI,2016-07-30,2016-08-29,934,1355.0,5562
1446959,GÜLTEN ÇAPAR PARKI,2021-01-06,2021-06-02,60,4.0,267
1445850,TEOMAN ÖZTÜRK PARKI,2015-03-05,2015-08-04,3424,3590.0,8000
556459,İLHAN ERDOST PARKI,2021-08-04,2021-09-02,464,232.0,2676
1447076,HAMZA AKSOY PARKI,2018-05-24,2018-06-27,273,44.0,1916
671617,ATA PARK,2015-07-01,2015-07-31,914,3056.0,6052
2246419,ŞÜKRAN GÜNGÖR,2022-11-30,2023-07-06,299,3.0,1058
1446966,SEMA YAZAR PARKI,2020-08-05,2020-09-04,665,121.0,2850
1447067,NEŞET ERTAŞ PARKI,2019-08-01,2019-09-05,660,102.0,3160
1071286,NECATİ YURTTAKALAN PARKI,2020-10-05,2022-05-31,1212,211.0,1011
1447076,HAMZA AKSOY PARKI,2021-06-29,2021-08-04,425,93.0,1916
2246419,ŞÜKRAN GÜNGÖR,2021-06-29,2021-09-02,408,490.0,1058
1074372,NEJAT UYGUR PARKI,2020-09-04,2020-10-05,239,338.0,1470
1073156,İSMET İNÖNÜ PARKI,2020-08-05,2020-09-07,2243,418.0,9088
332018,AFET İNAN PARKI,2021-11-02,2022-05-06,60,11.0,534
1446966,SEMA YAZAR PARKI,2019-09-04,2019-10-07,455,318.0,2850
1445606,NASUH AKAR PARKI,2016-10-05,2017-05-29,204,31.0,803
1445606,NASUH AKAR PARKI,2016-05-30,2016-06-28,108,2.0,803
1446959,GÜLTEN ÇAPAR PARKI,2020-08-03,2020-10-06,109,40.0,267
1071286,NECATİ YURTTAKALAN PARKI,2018-08-31,2018-10-01,141,71.0,1011
1446573,AYTEN BAYKAL PARKI,2016-06-29,2016-08-03,470,69.0,2236
556459,İLHAN ERDOST PARKI,2015-06-01,2015-07-01,232,819.0,2676
1071286,NECATİ YURTTAKALAN PARKI,2017-03-29,2017-04-26,65,30.0,1011
670666,TEOMAN EREL PARKI,2017-04-27,2017-05-27,331,275.0,2765
2246271,BERFO ANA PARKI,2018-06-22,2018-07-24,2124,3534.0,11200
1446436,RAUF DENKTAŞ PARKI,2015-05-04,2015-06-01,582,391.0,5562
2246025,KEMAL SUNAL PARKI,2015-07-01,2015-08-04,269,1075.0,1600
1070089,ATAPARK,2019-06-29,2019-08-01,1558,450.0,8271
1446436,RAUF DENKTAŞ PARKI,2020-11-04,2021-08-03,2876,2477.0,5562
1446573,AYTEN BAYKAL PARKI,2016-05-02,2016-05-30,167,3.0,2236
1074372,NEJAT UYGUR PARKI,2017-06-23,2017-07-27,356,786.0,1470
2246271,BERFO ANA PARKI,2016-07-30,2016-08-31,1948,2352.0,11200
1446436,RAUF DENKTAŞ PARKI,2015-07-02,2015-08-04,917,1924.0,5562
1446837,KAĞAN GÜRŞEN PARKI,2019-07-31,2019-09-04,233,14.0,1125
611617,YUNUS EMRE PARKI,2020-11-05,2021-08-31,3307,7655.0,4847
670666,TEOMAN EREL PARKI,2018-09-05,2019-07-01,1346,105.0,2765
1071503,İSMET İNÖNÜ PARKI,2021-10-04,2022-06-06,2916,921.0,9088
1445850,TEOMAN ÖZTÜRK PARKI,2015-10-31,2016-04-27,694,150.0,8000
1446966,SEMA YAZAR PARKI,2016-05-30,2016-08-03,986,5.0,2850
556459,İLHAN ERDOST PARKI,2016-07-30,2016-08-31,465,667.0,2676
671617,ATA PARK,2023-05-04,2023-07-07,1345,186.0,6052
2246325,SÜLEYMAN TÜRKOĞLU PARKI,2017-05-26,2017-06-28,217,217.0,1919
1447067,NEŞET ERTAŞ PARKI,2020-10-06,2021-06-30,1330,2474.0,3160
1447067,NEŞET ERTAŞ PARKI,2015-05-02,2015-06-04,367,491.0,3160
556459,İLHAN ERDOST PARKI,2016-06-25,2016-07-30,531,834.0,2676
1445850,TEOMAN ÖZTÜRK PARKI,2016-06-27,2016-07-30,1504,704.0,8000
1070089,ATAPARK,2022-09-02,2022-10-03,1287,454.0,8271
611617,YUNUS EMRE PARKI,2019-09-06,2019-10-05,688,83.0,4847
1074424,EFE ECE DALMANOĞLU PARKI,2015-03-03,2015-09-02,14,86.0,25
1074372,NEJAT UYGUR PARKI,2023-07-07,2023-08-04,276,197.0,1470
2246325,SÜLEYMAN TÜRKOĞLU PARKI,2021-08-31,2021-09-28,206,206.0,1919
1073156,İSMET İNÖNÜ PARKI,2018-06-22,2018-07-23,1632,354.0,9088
1071286,NECATİ YURTTAKALAN PARKI,2016-09-02,2016-10-05,146,89.0,1011
1074424,EFE ECE DALMANOĞLU PARKI,2019-07-30,2019-09-05,5,21.0,25
1446573,AYTEN BAYKAL PARKI,2020-08-04,2020-09-04,537,94.0,2236
1070089,ATAPARK,2020-06-04,2020-07-04,1243,85.0,8271
2246419,ŞÜKRAN GÜNGÖR,2018-10-02,2019-05-23,232,50.0,1058
1447067,NEŞET ERTAŞ PARKI,2016-08-02,2016-09-03,519,126.0,3160
1447067,NEŞET ERTAŞ PARKI,2020-01-02,2020-06-05,705,6.0,3160
1070089,ATAPARK,2016-09-02,2016-10-05,1199,535.0,8271
1446436,RAUF DENKTAŞ PARKI,2022-12-01,2023-10-05,4840,3021.0,5562
1446966,SEMA YAZAR PARKI,2020-11-05,2021-06-28,868,406.0,2850
670666,TEOMAN EREL PARKI,2015-08-01,2015-09-01,437,2230.0,2765
671617,ATA PARK,2023-07-07,2023-08-04,1139,1201.0,6052
1445606,NASUH AKAR PARKI,2019-07-01,2019-07-31,139,73.0,803
1445606,NASUH AKAR PARKI,2017-05-29,2017-06-28,85,41.0,803
611617,YUNUS EMRE PARKI,2017-06-28,2017-07-28,1072,1414.0,4847
2246271,BERFO ANA PARKI,2015-03-30,2015-04-30,758,100.0,11200
1073156,İSMET İNÖNÜ PARKI,2020-11-06,2021-06-29,2810,317.0,9088
2246025,KEMAL SUNAL PARKI,2020-07-03,2020-08-04,330,761.0,1600
1446959,GÜLTEN ÇAPAR PARKI,2021-06-02,2021-08-05,82,26.0,267
1447067,NEŞET ERTAŞ PARKI,2017-06-30,2017-07-31,733,684.0,3160
1447067,NEŞET ERTAŞ PARKI,2017-03-28,2017-04-26,205,188.0,3160
1445850,TEOMAN ÖZTÜRK PARKI,2022-05-06,2022-06-06,1106,11.0,8000
1070089,ATAPARK,2023-08-05,2023-09-06,2171,542.0,8271
1447100,SEHERGÜL ATEŞ,2015-03-02,2015-06-29,102,331.0,400
1447076,HAMZA AKSOY PARKI,2020-10-06,2021-06-02,632,116.0,1916
1446573,AYTEN BAYKAL PARKI,2020-06-03,2020-07-03,323,34.0,2236
670666,TEOMAN EREL PARKI,2023-07-06,2023-08-04,538,582.0,2765
332018,AFET İNAN PARKI,2021-04-01,2021-06-30,168,49.0,534
2246271,BERFO ANA PARKI,2022-05-05,2022-07-04,2604,880.0,11200
1073156,İSMET İNÖNÜ PARKI,2017-08-24,2017-09-29,2144,458.0,9088
1447067,NEŞET ERTAŞ PARKI,2017-08-28,2017-09-30,698,1956.0,3160
2246271,BERFO ANA PARKI,2023-07-07,2023-08-04,2108,1897.0,11200
556459,İLHAN ERDOST PARKI,2017-05-29,2017-06-22,203,142.0,2676
1070089,ATAPARK,2015-07-02,2015-09-02,2592,1857.0,8271
1073156,İSMET İNÖNÜ PARKI,2022-07-01,2022-08-04,1624,329.0,9088
1447100,SEHERGÜL ATEŞ,2015-06-29,2015-07-31,62,440.0,400
670666,TEOMAN EREL PARKI,2022-05-06,2022-06-02,331,162.0,2765
1073156,İSMET İNÖNÜ PARKI,2022-09-06,2022-10-04,1252,115.0,9088
1074372,NEJAT UYGUR PARKI,2019-09-04,2019-10-03,209,409.0,1470
2246271,BERFO ANA PARKI,2016-04-27,2016-05-27,912,1154.0,11200
671617,ATA PARK,2015-03-03,2015-06-01,1081,774.0,6052
671617,ATA PARK,2018-07-26,2018-08-31,1457,164.0,6052
1446837,KAĞAN GÜRŞEN PARKI,2022-11-01,2023-06-01,154,85.0,1125
2246025,KEMAL SUNAL PARKI,2017-03-29,2017-05-25,287,394.0,1600
1445606,NASUH AKAR PARKI,2017-08-25,2017-09-28,183,85.0,803
2246025,KEMAL SUNAL PARKI,2022-09-05,2022-09-29,197,513.0,1600
1446959,GÜLTEN ÇAPAR PARKI,2018-07-26,2018-09-03,70,30.0,267
1074372,NEJAT UYGUR PARKI,2021-04-27,2021-05-31,239,6.0,1470
1446959,GÜLTEN ÇAPAR PARKI,2017-06-29,2017-07-29,59,50.0,267
2246271,BERFO ANA PARKI,2020-06-02,2020-07-02,1581,1002.0,11200
611617,YUNUS EMRE PARKI,2020-07-06,2020-08-06,983,153.0,4847
1446959,GÜLTEN ÇAPAR PARKI,2017-07-29,2017-08-26,43,32.0,267
1070089,ATAPARK,2016-05-31,2016-06-29,1118,215.0,8271
1073156,İSMET İNÖNÜ PARKI,2019-11-05,2020-06-02,1929,45.0,9088
1446837,KAĞAN GÜRŞEN PARKI,2022-07-30,2022-08-31,223,13.0,1125
1446573,AYTEN BAYKAL PARKI,2019-08-01,2019-09-05,467,92.0,2236
2246025,KEMAL SUNAL PARKI,2022-05-31,2022-06-28,173,78.0,1600
556459,İLHAN ERDOST PARKI,2018-07-24,2018-09-01,709,1073.0,2676
1446436,RAUF DENKTAŞ PARKI,2015-10-01,2016-04-27,813,407.0,5562
670666,TEOMAN EREL PARKI,2017-06-30,2017-08-01,661,816.0,2765
1445606,NASUH AKAR PARKI,2017-06-28,2017-07-27,174,251.0,803
1073156,İSMET İNÖNÜ PARKI,2017-07-27,2017-08-24,1564,478.0,9088
1447067,NEŞET ERTAŞ PARKI,2017-05-29,2017-06-30,377,301.0,3160
1446959,GÜLTEN ÇAPAR PARKI,2018-09-03,2018-10-02,32,17.0,267
1447076,HAMZA AKSOY PARKI,2018-04-20,2018-05-24,264,82.0,1916
1446959,GÜLTEN ÇAPAR PARKI,2021-08-05,2021-09-03,44,9.0,267
1446837,KAĞAN GÜRŞEN PARKI,2023-09-02,2023-10-09,191,13.0,1125
1445850,TEOMAN ÖZTÜRK PARKI,2023-05-06,2023-06-05,583,8.0,8000
2246419,ŞÜKRAN GÜNGÖR,2017-10-26,2018-04-20,84,25.0,1058
2246025,KEMAL SUNAL PARKI,2021-08-02,2021-08-31,288,362.0,1600
671617,ATA PARK,2018-10-03,2019-08-02,3405,531.0,6052
2246325,SÜLEYMAN TÜRKOĞLU PARKI,2015-05-30,2015-06-30,167,174.0,1919
1071503,İSMET İNÖNÜ PARKI,2015-03-02,2016-05-30,8687,1096.0,9088
671617,ATA PARK,2016-08-02,2016-09-02,970,1461.0,6052
2246419,ŞÜKRAN GÜNGÖR,2018-05-22,2018-06-25,148,34.0,1058
1445621,GÜL DÜNYA PARKI,2015-05-30,2015-06-29,114,330.0,1372
1073156,İSMET İNÖNÜ PARKI,2020-07-03,2020-08-05,1943,347.0,9088
1446573,AYTEN BAYKAL PARKI,2019-09-05,2019-10-05,332,59.0,2236
1074424,EFE ECE DALMANOĞLU PARKI,2015-09-02,2016-08-01,17,14.0,25
2246271,BERFO ANA PARKI,2021-07-01,2021-08-04,2362,1198.0,11200
1447076,HAMZA AKSOY PARKI,2018-06-27,2018-07-26,354,176.0,1916
1070089,ATAPARK,2016-11-03,2017-07-31,4381,205.0,8271
1074424,EFE ECE DALMANOĞLU PARKI,2017-07-27,2017-08-28,4,9.0,25
1071503,İSMET İNÖNÜ PARKI,2018-07-26,2018-09-04,2462,3309.0,9088
1071503,İSMET İNÖNÜ PARKI,2022-12-05,2023-08-05,4363,1932.0,9088
1446436,RAUF DENKTAŞ PARKI,2020-08-04,2020-09-05,1363,1631.0,5562
1446966,SEMA YAZAR PARKI,2017-06-23,2017-07-28,703,564.0,2850
1446573,AYTEN BAYKAL PARKI,2017-09-29,2018-05-24,649,1.0,2236
2246325,SÜLEYMAN TÜRKOĞLU PARKI,2016-08-01,2016-09-02,321,648.0,1919
1445850,TEOMAN ÖZTÜRK PARKI,2022-04-04,2022-05-06,755,4.0,8000
1446436,RAUF DENKTAŞ PARKI,2022-09-02,2022-10-03,866,1135.0,5562
332018,AFET İNAN PARKI,2019-09-06,2019-10-05,75,23.0,534
1074424,EFE ECE DALMANOĞLU PARKI,2017-05-30,2017-06-23,1,12.0,25
1074424,EFE ECE DALMANOĞLU PARKI,2019-04-24,2019-05-23,2,2.0,25
1074424,EFE ECE DALMANOĞLU PARKI,2017-09-30,2018-05-22,6,3.0,25
1446573,AYTEN BAYKAL PARKI,2017-08-28,2017-09-29,485,19.0,2236
2246025,KEMAL SUNAL PARKI,2023-08-03,2023-09-02,426,633.0,1600
556459,İLHAN ERDOST PARKI,2021-02-04,2021-07-01,864,687.0,2676
1074372,NEJAT UYGUR PARKI,2010-11-02,2015-08-01,609,10449.0,1470
1446966,SEMA YAZAR PARKI,2022-08-03,2022-09-05,556,860.0,2850
671617,ATA PARK,2019-08-02,2019-09-07,1290,988.0,6052
1447067,NEŞET ERTAŞ PARKI,2020-08-06,2020-09-07,756,90.0,3160
2246025,KEMAL SUNAL PARKI,2015-06-03,2015-07-01,128,238.0,1600
2246419,ŞÜKRAN GÜNGÖR,2020-11-03,2021-05-31,233,147.0,1058
2246271,BERFO ANA PARKI,2020-04-29,2020-06-02,1538,748.0,11200
556459,İLHAN ERDOST PARKI,2019-07-29,2019-09-03,579,422.0,2676
1446966,SEMA YAZAR PARKI,2021-09-02,2021-10-04,314,240.0,2850
1445606,NASUH AKAR PARKI,2015-03-02,2016-05-30,767,35.0,803
1447076,HAMZA AKSOY PARKI,2021-09-02,2021-10-01,198,144.0,1916
1446573,AYTEN BAYKAL PARKI,2021-10-01,2022-05-09,443,4.0,2236
1446436,RAUF DENKTAŞ PARKI,2021-11-01,2022-04-28,539,606.0,5562
2246419,ŞÜKRAN GÜNGÖR,2023-08-03,2023-09-05,289,309.0,1058
1070089,ATAPARK,2016-06-29,2016-08-02,1670,1070.0,8271
2246025,KEMAL SUNAL PARKI,2015-04-30,2015-06-03,192,155.0,1600
1071286,NECATİ YURTTAKALAN PARKI,2019-11-05,2020-06-04,220,46.0,1011
670666,TEOMAN EREL PARKI,2015-07-03,2015-08-01,409,495.0,2765
1071503,İSMET İNÖNÜ PARKI,2018-10-03,2019-07-01,3447,14440.0,9088
332018,AFET İNAN PARKI,2022-11-04,2023-08-05,256,334.0,534
1447076,HAMZA AKSOY PARKI,2019-09-06,2019-10-07,279,158.0,1916
1447076,HAMZA AKSOY PARKI,2018-11-02,2019-05-23,287,72.0,1916
1446959,GÜLTEN ÇAPAR PARKI,2018-06-26,2018-07-26,50,22.0,267
1070089,ATAPARK,2015-06-01,2015-07-02,744,314.0,8271
670666,TEOMAN EREL PARKI,2020-06-03,2020-07-04,423,174.0,2765
611617,YUNUS EMRE PARKI,2016-05-31,2016-06-29,655,1190.0,4847
1445606,NASUH AKAR PARKI,2019-07-31,2019-09-05,172,56.0,803
1447067,NEŞET ERTAŞ PARKI,2018-05-24,2018-06-26,437,282.0,3160
2246271,BERFO ANA PARKI,2017-07-27,2017-08-24,1927,2843.0,11200
611617,YUNUS EMRE PARKI,2016-06-29,2016-08-02,979,1886.0,4847
1446573,AYTEN BAYKAL PARKI,2021-06-29,2021-08-04,496,30.0,2236
1074372,NEJAT UYGUR PARKI,2022-06-30,2022-08-05,278,211.0,1470
1445606,NASUH AKAR PARKI,2018-09-05,2018-10-03,89,32.0,803
1071503,İSMET İNÖNÜ PARKI,2016-05-30,2016-06-27,1202,72.0,9088
1070089,ATAPARK,2021-06-01,2021-06-28,697,74.0,8271
1445850,TEOMAN ÖZTÜRK PARKI,2021-08-05,2021-09-03,1336,160.0,8000
1074372,NEJAT UYGUR PARKI,2020-08-05,2020-09-04,343,659.0,1470
2246325,SÜLEYMAN TÜRKOĞLU PARKI,2016-03-29,2016-06-29,593,759.0,1919
2246419,ŞÜKRAN GÜNGÖR,2018-08-31,2018-10-02,150,266.0,1058
1446837,KAĞAN GÜRŞEN PARKI,2020-08-04,2020-09-04,270,12.0,1125
2246271,BERFO ANA PARKI,2018-05-23,2018-06-22,1416,1532.0,11200
2246419,ŞÜKRAN GÜNGÖR,2015-06-03,2015-09-01,409,895.0,1058
670666,TEOMAN EREL PARKI,2022-09-06,2022-10-04,381,168.0,2765
1445850,TEOMAN ÖZTÜRK PARKI,2020-08-06,2020-09-04,1808,500.0,8000
671617,ATA PARK,2018-05-25,2018-06-27,837,438.0,6052
1073156,İSMET İNÖNÜ PARKI,2020-06-02,2020-07-03,1337,155.0,9088
1446966,SEMA YAZAR PARKI,2020-07-06,2020-08-05,553,294.0,2850
2246419,ŞÜKRAN GÜNGÖR,2022-08-02,2022-09-02,196,142.0,1058
556459,İLHAN ERDOST PARKI,2019-04-22,2019-05-22,289,11.0,2676
670666,TEOMAN EREL PARKI,2020-11-04,2021-05-31,609,91.0,2765
1071503,İSMET İNÖNÜ PARKI,2022-08-04,2022-09-06,1756,1915.0,9088
611617,YUNUS EMRE PARKI,2020-08-06,2020-09-07,1160,819.0,4847
556459,İLHAN ERDOST PARKI,2019-12-02,2020-06-01,561,153.0,2676
2246025,KEMAL SUNAL PARKI,2019-11-01,2020-07-03,571,735.0,1600
1073156,İSMET İNÖNÜ PARKI,2017-10-25,2018-05-21,1864,159.0,9088
1070089,ATAPARK,2018-07-26,2018-09-03,2175,624.0,8271
1446959,GÜLTEN ÇAPAR PARKI,2016-06-01,2016-06-30,35,3.0,267
2246325,SÜLEYMAN TÜRKOĞLU PARKI,2017-07-27,2017-08-25,340,528.0,1919
1445621,GÜL DÜNYA PARKI,2015-08-01,2015-09-02,227,619.0,1372
2246025,KEMAL SUNAL PARKI,2023-09-02,2023-10-09,272,633.0,1600
1446573,AYTEN BAYKAL PARKI,2022-06-29,2022-08-05,430,73.0,2236
556459,İLHAN ERDOST PARKI,2016-05-27,2016-06-25,341,566.0,2676
1446959,GÜLTEN ÇAPAR PARKI,2020-07-03,2020-08-03,53,54.0,267
2246419,ŞÜKRAN GÜNGÖR,2021-09-02,2021-09-30,106,144.0,1058
2246325,SÜLEYMAN TÜRKOĞLU PARKI,2019-07-29,2019-09-03,415,432.0,1919
2246025,KEMAL SUNAL PARKI,2022-03-29,2022-05-31,352,164.0,1600
1446959,GÜLTEN ÇAPAR PARKI,2023-01-05,2023-08-07,133,16.0,267
1071286,NECATİ YURTTAKALAN PARKI,2018-04-20,2018-08-31,697,141.0,1011
332018,AFET İNAN PARKI,2015-03-02,2017-05-29,978,53.0,534
1070089,ATAPARK,2018-06-27,2018-07-26,1529,496.0,8271
1074372,NEJAT UYGUR PARKI,2021-06-29,2021-08-03,312,788.0,1470
1447067,NEŞET ERTAŞ PARKI,2016-09-03,2016-10-05,447,376.0,3160
